"sigma.param","Mean","StdDev"
"const",0.0195614512422238,0.00998233988557216
"t",5.29102313346504,0.316243373791939
"t2",1.30717316024668,0.180187477122233
"w",3.18548818707966,0.181098976082613
"w2",3.11166096598553,0.130196058723632
"c",4.53162914550684,0.199813582207163
"c2",-0.990508386817946,0.103397729340012
"tw",-3.94279099103586,0.167017176360389
"tc",0.539190579627245,0.167405588330739
"wc",0.0514316467415572,0.132318213338144
