"mu.param","Mean","StdDev"
"t",1.44450879589465,0.982989185159565
"t2",-2.15803560175346,0.516496968869172
"w",0.411297974208772,0.531626647757043
"w2",-0.33927912071505,0.435635997135022
"c",14.9677738885543,0.440621939686922
"c2",-0.785481871397445,0.217568458111028
"tw",0.00195094275226436,0.892837425227577
"tc",0.654294521004812,0.955292870810048
"wc",-0.104344973537288,0.57430822155064
"twc",0.107574604314221,0.335661821116706
"tw2",0.124000766674747,0.351099870055734
"tc2",-0.0610107265614886,0.30428461288147
"t2w",-0.02187147015651,0.279919900865537
"t2c",-0.260946976658709,0.310970720653611
"w2c",0.0483754119045304,0.195423521513297
"wc2",-0.0120716900118359,0.193265313681407
