"mu.param","Mean","StdDev"
"t",-0.193986658550396,2.34427447193851
"t2",-8.85897852090243,2.26632355328453
"w",5.76387114131233,1.52250872150728
"w2",-3.99362769100988,0.645325659478105
"c",12.3587377315216,2.4536754877414
"c2",-1.02770936128911,2.3848304228153
"tw",-2.68712126233561,0.642771543852738
"tc",-1.14985065637478,0.532322957077044
"wc",-0.179255047876712,0.64903925616852
"t3",1.07004467149699,0.560080418261751
"w3",1.72432601011139,0.787619969701632
"c3",0.105825001603803,0.552632026759834
