"mu.param","Mean","StdDev"
"t",-12.3823383407032,3.25266067160995
"t2",-1.20906757011358,1.64324639517531
"w",12.6593965488246,2.2926063417705
"w2",-4.3020201495783,1.93992233657369
"c",13.3698336537193,2.06155739136314
"c2",-0.867765766368848,1.03018100822728
"tw",6.60300832948962,2.95972588531243
"tc",-0.484268971041769,2.57431018156299
"wc",-4.63074130413811,3.01006494055039
"twc",3.03043896841645,1.07305270028572
"tw2",-1.29399538082936,1.2539069707397
"tc2",0.249570961834278,0.84209032071369
"t2w",-2.67880392978303,1.13804798071533
"t2c",-0.163727605145653,0.990626933741219
"w2c",-0.356012710876984,0.985807868024715
"wc2",-0.325231020972673,0.964355267545821
