"mu.param","Mean","StdDev"
"t",-14.3609516032584,3.42816671303742
"t2",0.241998787419571,1.59041091614023
"w",10.1158941375033,2.38120223857509
"w2",-3.53830727828154,1.98520949589643
"c",14.0141100428833,1.91169314007285
"c2",-1.056695984498,0.915215347222144
"tw",8.21090746782507,3.05074840463753
"tc",-0.908477711647494,2.59077510955132
"wc",-3.67871752871396,2.53505850603136
"twc",2.16427066848283,1.04936277578133
"tw2",-1.98697145112998,1.14361382607105
"tc2",0.567665640558032,0.748945522720294
"t2w",-2.78593457336883,0.926042574153093
"t2c",-0.645806146223012,0.961571272229689
"w2c",0.0904682605512624,0.876433140974421
"wc2",-0.131980414911944,0.739051126960624
