"mu.param","Mean","StdDev"
"t",-1.47823488354889,0.964584625634268
"t2",-4.95487455607207,1.02312122058926
"w",0.606105816263693,0.606495413372848
"w2",-0.180602157580163,0.229034750862957
"c",32.2313040524619,0.876072724633817
"c2",-10.5076115857935,0.87771420941662
"tw",0.138749727003245,0.307358390275179
"tc",-0.700293102097358,0.284800446095811
"wc",-0.226351188783867,0.240028117834105
"t3",0.0840371557566136,0.285503849640737
"w3",-0.0662691603156692,0.319674141921646
"c3",1.33979970642486,0.211575777260549
