"mu.param","Mean","StdDev"
"t",1.17992904600745,0.986618052454087
"t2",-2.01146666104874,0.503850874558579
"w",0.909337101877256,0.547175036884026
"w2",-0.0465169148014117,0.409774571541772
"c",14.734834913681,0.439957559269403
"c2",-0.633802636186648,0.241746904967163
"tw",-0.263644732493965,0.786120207026968
"tc",0.932363242520933,0.848564018098502
"wc",-0.729033706146952,0.643519100786797
"twc",0.298036531765195,0.298526821443182
"tw2",0.0825809069948813,0.325820416478102
"tc2",-0.14898414165012,0.277721652861096
"t2w",-0.0268449132623338,0.293469354581748
"t2c",-0.294300655415003,0.306951212162565
"w2c",-0.129515269473603,0.216001946401638
"wc2",0.120023124604317,0.212823328875754
