"sigma.param","Mean","StdDev"
"const",-0.000168210806904975,0.0100000051782127
"t",20.6236025604296,3.10328891164324
"t2",-2.02942002955421,2.18183130054023
"w",-11.8490466909726,1.52563110238439
"w2",9.49989147013641,1.4299734886021
"c",0.148445483749111,2.49207450621197
"c2",35.8300896395517,4.06462288094469
"tw",-2.8043083761614,3.4049524012579
"tc",-20.0643209849963,3.39202519363068
"wc",-16.9439974255212,3.22850034176378
"twc",-5.73691280743791,1.52642479166726
"tw2",3.19428313209652,1.9907038672432
"tc2",13.0446661009679,2.73851763907817
"t2w",-0.0352439730443359,1.02861437945727
"t2c",1.48875743921935,1.76512867611968
"w2c",-13.7067651033407,1.45645127546708
"wc2",5.48379394376285,1.31722730158994
"t3",-0.790924027429143,1.04053621638283
"w3",19.9209655096872,0.900814794234306
"c3",-18.327191723634,1.64614995717779
