"mu.param","Mean","StdDev"
"t",-12.1184846752188,5.59672059840026
"t2",-9.17325436852335,4.3461580586007
"w",-1.1746044651576,3.10969390133841
"w2",0.140563605921598,1.94228383760916
"c",14.0523475036829,2.92131484905961
"c2",-0.347109169579205,3.28004142339581
"tw",-1.05578326131892,3.7189448725997
"tc",-1.67002302123435,3.80009443529475
"wc",-0.36561522577515,3.70604348179265
"twc",0.0452057989237086,1.37619216634258
"tw2",0.0321212536897085,1.44799997275685
"tc2",0.359478707369371,1.50583816070641
"t2w",0.341873256130666,1.37154465120733
"t2c",-0.681885354032287,1.68546575075364
"w2c",-0.162215477328118,1.22015468504835
"wc2",0.072991757599527,1.29163735400807
"t3",1.80908097398642,1.09112322424914
"w3",0.103509002928356,1.09340542444705
"c3",-0.238509349792461,1.00899219923324
