"sigma.param","Mean","StdDev"
"const",-0.00614629757724096,0.0100017912721249
"t",10.6876308528058,0.383897001882654
"t2",-4.58768200219903,0.146550729376011
"w",-6.77826491518292,0.247797520429676
"w2",3.96432809056497,0.156774813077837
"c",3.03165825897586,0.130713939753716
"c2",-1.68178930534159,0.0803440496707139
"tw",-4.12717899209301,0.147119340992294
"tc",7.38828441397311,0.192579249385156
"wc",4.81252451985092,0.160585898044999
