"sigma.param","Mean","StdDev"
"const",0.00435974650259605,0.00999630763111268
"t",4.38371154117213,0.723597257016079
"t2",4.17506434478316,0.47213813440532
"w",2.68858671058404,0.397582414917196
"w2",2.53974157286795,0.283153979609233
"c",4.61856410808857,0.416958070807438
"c2",-1.11994783786697,0.212674447172761
"tw",-4.13551795761724,0.380260689247732
"tc",-0.544060851405518,0.407003641681026
"wc",0.194390081663464,0.262584456347478
