"sigma.param","Mean","StdDev"
"const",0.00841930478344457,0.00999144799233881
"t",2.42351437670207,0.483320048199921
"t2",3.01224347254135,0.284486859706418
"w",1.81309798869641,0.282082176689265
"w2",3.66079670517925,0.198147577532481
"c",4.35366904214863,0.292248159764788
"c2",-0.810419243391729,0.140980205138899
"tw",-2.79640784586904,0.273955338733579
"tc",-0.82109062844822,0.251624616921668
"wc",-0.306551319945117,0.189982085089779
