"mu.param","Mean","StdDev"
"t",-10.8724764091881,1.62764910271117
"t2",-5.41849331190226,0.900965029715949
"w",8.58830810463646,1.04413139425845
"w2",-5.68463944794749,0.920439745525834
"c",21.6000045298676,1.28385977818123
"c2",-3.71489622602996,0.575417461093924
"tw",2.51995747285029,1.51367454234801
"tc",-2.17391810734847,1.5311244276715
"wc",2.58697211408972,1.11773511857444
"twc",-0.205344376274827,0.586912422386749
"tw2",0.452877551007629,0.69501410486615
"tc2",0.772385521085352,0.528311011500889
"t2w",-0.532379310436322,0.59971420155583
"t2c",-0.805864937847289,0.530043778332654
"w2c",0.0106815890283154,0.424809273975947
"wc2",-0.61225100715391,0.376972904959763
