"sigma.param","Mean","StdDev"
"const",0.00435010003431884,0.00999630773237795
"t",4.38619986919313,0.723887326519125
"t2",4.17481715218776,0.472355018452437
"w",2.68887943126542,0.397774087045538
"w2",2.53841256946023,0.283246401626035
"c",4.61864839949313,0.417019792933776
"c2",-1.11982999055825,0.212705264781854
"tw",-4.13339438450795,0.380449963425648
"tc",-0.544964548228406,0.407114786292434
"wc",0.192092009999389,0.26276096104483
