"sigma.param","Mean","StdDev"
"const",0.00169333434543705,0.00999864351118957
"t",4.09221554668548,1.1327475299441
"t2",2.89014638113315,0.724475085646495
"w",2.98643609631429,0.650346467623516
"w2",3.54965088219802,0.494817298532361
"c",5.83456823943818,0.797353822113746
"c2",-0.428318962132227,0.417933483079294
"tw",-4.90136989272293,0.621363655708115
"tc",-2.22899938827391,0.650104447292444
"wc",1.11471739725809,0.510580957693576
