"mu.param","Mean","StdDev"
"t",-15.6459095893084,0.848901254659383
"t2",-2.74113459445078,0.454761830955879
"w",-0.00860796597597628,0.471384073756834
"w2",0.0592014530981035,0.305919076140012
"c",7.34211990218318,0.582784914361686
"c2",-0.825439081184586,0.277037493887586
"tw",-0.110415420004845,0.721586046729039
"tc",0.56576858884149,0.777970323550258
"wc",-0.139162656561901,0.655399151644076
"twc",0.031247255081685,0.231199940413184
"tw2",-0.247269398050212,0.274060857401145
"tc2",0.0721384079473671,0.269751164577806
"t2w",0.0532648160634444,0.289314516545201
"t2c",-0.254672748595807,0.286135864653959
"w2c",-0.0993877210210903,0.204110533972346
"wc2",-0.00901672921837688,0.201935613687346
