"mu.param","Mean","StdDev"
"t",-5.51139687818129,0.821679642474843
"t2",-2.6055366309792,0.823433040627371
"w",12.3863173180717,0.492619506855012
"w2",-2.78829227369743,0.195682076473037
"c",19.7720797067565,0.796686853440124
"c2",-2.68108907178073,0.750528531914187
"tw",-1.25023558878283,0.2000837894974
"tc",-0.948092337304846,0.184935192710465
"wc",0.981767893907072,0.185816641318198
"t3",0.147559932392372,0.209104292946085
"w3",0.408032907830276,0.239816681353754
"c3",0.189960462432832,0.169912672869435
