"mu.param","Mean","StdDev"
"t",-11.416856823017,3.14071517513782
"t2",-2.62806369704346,3.14053740640735
"w",9.0774253587172,1.74880671719854
"w2",-5.37331148737747,0.953727510332802
"c",15.0148797340413,3.10060180868891
"c2",-2.06940917906408,2.81594119646336
"tw",4.31336475886556,1.10293243914504
"tc",-2.06888245922177,0.839970572287026
"wc",-2.19320599082668,0.922284757580797
"t3",0.725119111813723,0.798434370622015
"w3",1.26999440174377,0.909262708286434
"c3",0.391039381020223,0.617843968600265
