"sigma.param","Mean","StdDev"
"const",3.91999708629028e-05,0.00999943991304372
"t",13.3849010951112,2.88062493544684
"t2",6.97118799589034,2.29497678009418
"w",12.9356663505613,1.47313182563236
"w2",-0.531147058377774,0.920426662059599
"c",-4.42092284647306,1.44161046922087
"c2",13.1962995046463,1.63127936634866
"tw",-10.5586012599882,2.1294321106911
"tc",-13.8585245780001,2.42290993935124
"wc",0.882256705314719,1.63361476559184
"twc",-3.50508335740584,1.04048665892306
"tw2",-0.243396273790271,1.13201484265493
"tc2",4.73988979887831,1.02009476349631
"t2w",3.90082285497319,0.649300307196208
"t2c",-0.107388322685468,1.01767006766398
"w2c",0.536256762140086,0.842266913946148
"wc2",2.39850320970471,0.533094961836879
"t3",-2.17017083441327,0.661895493601894
"w3",-5.47780671206798,0.757575195398701
"c3",-4.36941357618865,0.461572225285015
