"mu.param","Mean","StdDev"
"t",-3.33691169301718,0.710470442719033
"t2",-1.57590944004552,0.370159069811391
"w",8.95568698954837,0.450490759149178
"w2",-2.69138440556667,0.372902736554559
"c",14.6771313300275,0.501532519526298
"c2",-1.10283329819486,0.258608575610594
"tw",0.59030836073561,0.642678595430184
"tc",0.672835303544598,0.611510551907652
"wc",0.164067590697443,0.595654990351841
"twc",0.0080621573662538,0.245569631009332
"tw2",0.0476683977649389,0.269206123395755
"tc2",0.0193364188820007,0.212382853212362
"t2w",-0.221857210497944,0.246128634833156
"t2c",-0.301044056917929,0.237579118579471
"w2c",-0.188691950049014,0.208317805509382
"wc2",0.0229427606914359,0.211111620209123
