"mu.param","Mean","StdDev"
"t",-7.57575299750573,1.48392836503399
"t2",-9.83350549572505,1.47704637799305
"w",29.1147289545396,0.949751607429297
"w2",-2.85141693509373,0.3831487186446
"c",35.839006440541,1.37630683243228
"c2",-9.2768653870909,1.32200891940919
"tw",-5.14364085108631,0.410627554957474
"tc",-3.18958593752106,0.334069817416532
"wc",3.3842066980147,0.376826939593995
"t3",1.7400523046476,0.376678397983565
"w3",-0.317203576749427,0.494144157356042
"c3",1.12455945277882,0.305846208577119
