"mu.param","Mean","StdDev"
"t",-1.61598237806545,1.26329979682012
"t2",-5.20809000936811,1.1183367102399
"w",0.555104423134659,0.691193098009828
"w2",-0.169928360435008,0.46613264251807
"c",32.1241775463063,0.95634825169647
"c2",-10.126524900072,0.98123523721458
"tw",0.214124587934544,0.992312519783561
"tc",-0.704869536313094,1.00379822335405
"wc",-0.663840160042401,0.759606807303536
"twc",-0.00257517694492428,0.32956287881464
"tw2",-0.0482812642112193,0.364648091972358
"tc2",0.432131003892579,0.392728989928573
"t2w",-0.0203736122459902,0.333516975265698
"t2c",-0.554381316040102,0.384919684895355
"w2c",0.110197734363997,0.259343577182938
"wc2",0.190762986118309,0.258003429507279
"t3",0.345852039780684,0.320609581670496
"w3",-0.0652369831046474,0.324044335074364
"c3",1.15586716232604,0.265213200819203
