"mu.param","Mean","StdDev"
"t",-19.3981891922451,2.61706503675106
"t2",-7.79078130256979,2.13812847673692
"w",-0.834962830287526,1.29908248964959
"w2",-0.119657602328851,1.03905759828436
"c",3.04995087842621,1.56384860446935
"c2",-0.920921403026358,1.5579780035622
"tw",0.939299177591625,2.04856302885649
"tc",-0.520557527847557,2.33403465557504
"wc",0.185984146800941,1.34329293601032
"twc",-0.0417497905395521,0.776862618838148
"tw2",-0.0417360404163285,0.80823031328614
"tc2",0.0462895855614898,0.845406371714005
"t2w",-0.193439806953534,0.65101751982191
"t2c",0.0129977149175166,0.835192574721832
"w2c",0.0135116434539548,0.438568770493841
"wc2",-0.0638372723296611,0.391645847023029
"t3",1.92676712833833,0.647022543628793
"w3",0.00577986119496848,0.453086340693773
"c3",0.119377632055045,0.41680234783691
