"mu.param","Mean","StdDev"
"t",-24.3164227769178,0.56315809906619
"t2",0.0637623810725052,0.318360671764848
"w",-0.474298658224807,0.316331433421054
"w2",0.0200891451595839,0.216306709387216
"c",3.78674191718171,0.347636177707046
"c2",-0.554731179701868,0.175055610613184
"tw",0.554336822566307,0.493759726575099
"tc",-0.692669761400525,0.542761205118684
"wc",0.0774487765788002,0.413092983446717
"twc",-0.0548037073795593,0.182118989869124
"tw2",-0.115819862928583,0.210701894637728
"tc2",0.0851502640147034,0.190395001709909
"t2w",-0.130111685961251,0.170522593309248
"t2c",0.0344436230822107,0.203649578272239
"w2c",0.0108561195969321,0.139069542901212
"wc2",0.0159403012771041,0.128920508651073
