"sigma.param","Mean","StdDev"
"const",-0.000280198949387583,0.00999937128604443
"t",6.37761697256512,1.72003694355073
"t2",2.96492668645199,1.21356059440023
"w",-4.62173641783185,1.0111684384427
"w2",1.18701716359652,0.862946895084117
"c",14.6117151471273,1.64500283224569
"c2",-8.84224177640623,1.25344696708734
"tw",1.3670965509744,1.37659894373162
"tc",-8.11056821397493,1.39428622156774
"wc",4.60174119043581,1.09297912244418
"twc",-0.996327803433964,0.415241971057177
"tw2",-1.43642950188622,0.444610122940526
"tc2",0.911230211105496,0.426945762187106
"t2w",0.514235273393482,0.397670477808088
"t2c",1.65304306390423,0.402662694424766
"w2c",0.65771886353678,0.37248982929025
"wc2",-1.18471933481213,0.373639695661545
"t3",-1.16641414030379,0.354183162041865
"w3",-0.726080262971822,0.437712167368541
"c3",1.67591232480984,0.275327142830415
