"sigma.param","Mean","StdDev"
"const",-0.000233839844253882,0.00999966660713972
"t",10.4629369172761,2.37880195775361
"t2",-1.88181877046833,1.46605464244359
"w",-5.62110587242944,0.973221192424852
"w2",-1.44206570657632,0.914283418528629
"c",20.2762973654554,1.8254830852416
"c2",-12.9621248439306,1.48213675581506
"tw",-6.21066590166233,1.72385660459191
"tc",-7.62008090547075,1.48558714461064
"wc",4.89389162642483,0.878261871808112
"twc",-1.70014820296134,0.55485161848394
"tw2",2.05854073572642,0.488469289386196
"tc2",1.19486306113198,0.387374566076738
"t2w",3.23080108008963,0.457242959533687
"t2c",1.44722920581392,0.549020114938798
"w2c",-0.935869828028799,0.400133678410236
"wc2",-0.643916870462646,0.265796518317833
"t3",-0.192266976616595,0.418778734323245
"w3",1.90571245085766,0.34220759948678
"c3",2.42233590883693,0.301862426305979
