"mu.param","Mean","StdDev"
"t",-4.58354222274928,0.903495121718696
"t2",-0.0285989181479877,0.835181722310614
"w",8.08010818485568,0.561271740307408
"w2",-2.76022931698959,0.375619539738417
"c",14.6256697016438,0.726411558350976
"c2",-1.05822293796865,0.730547256698318
"tw",0.596393204339693,0.701325458216577
"tc",0.663080267452026,0.650173097755782
"wc",0.222329609084566,0.617418951748016
"twc",0.107737194292414,0.256096214283112
"tw2",0.144941023765627,0.275519739592917
"tc2",-0.146929031420138,0.263564175108696
"t2w",-0.267537067918128,0.259116132245005
"t2c",-0.0918224227851796,0.275230591201066
"w2c",-0.216788422726089,0.212429941989063
"wc2",-0.0272830805245372,0.214007245696196
"t3",-0.472509715494465,0.240394813116252
"w3",0.582001911634804,0.264935557922785
"c3",0.0241882731322029,0.19357114301209
