"sigma.param","Mean","StdDev"
"const",0.00129356948189155,0.00999903830625568
"t",2.40463956306703,1.12288137063034
"t2",0.882115089883089,0.688845433059182
"w",1.06668438406016,0.723437377754817
"w2",7.69722187867017,0.699554399425928
"c",6.27235489240793,0.972866127096945
"c2",-1.5481456343473,0.471871713489354
"tw",0.944033014913615,0.898635313324534
"tc",-0.547565788921007,0.528434874759314
"wc",0.663960861126795,0.622701455214333
