"mu.param","Mean","StdDev"
"t",-16.3213193801741,0.641529498867352
"t2",-1.51125657586863,0.682280832752696
"w",-0.182298196177778,0.376453391851286
"w2",-0.18227832662655,0.177250276396551
"c",7.31745540935075,0.594842227108192
"c2",-0.759191391506387,0.581000151116879
"tw",0.0852889198875745,0.2068269322042
"tc",0.0381381475240036,0.196098725166938
"wc",-0.05977934395662,0.170070396092122
"t3",-0.40735069124039,0.186720366064476
"w3",-0.0152989679569761,0.205955514384294
"c3",-0.000654159661732422,0.138156214459742
