"sigma.param","Mean","StdDev"
"const",0.00739604341791256,0.00999273793221697
"t",0.360772255505472,0.597741247872493
"t2",9.10755746024833,0.609696237590661
"w",1.07639756335391,0.302940058567311
"w2",-1.87030496582321,0.256661833372205
"c",5.80524276883644,0.414149099479865
"c2",0.571124160598029,0.412110922357238
"tw",-1.07937001239668,0.626425719097552
"tc",-11.123650517265,0.580608246577876
"wc",-5.530651251901,0.445949935783527
"twc",-0.326703639052048,0.213975321577532
"tw2",-2.35761071679444,0.192936243486483
"tc2",2.47564195848843,0.182490431119595
"t2w",0.81867824827848,0.201400199718592
"t2c",0.26031376383911,0.211244962492214
"w2c",2.52305777587289,0.193162740360057
"wc2",1.26301640789467,0.158621170856999
"t3",-1.50574088270923,0.165770536830434
"w3",2.79556671892918,0.153185252681911
"c3",-0.542816745052884,0.106788610428567
