"mu.param","Mean","StdDev"
"t",-17.05227625626,0.623371886919463
"t2",-1.90438766883621,0.379024960372573
"w",-1.08665245943129,0.357316196056698
"w2",-0.232232806961764,0.297156457157044
"c",11.0618219745052,0.397440875171157
"c2",-1.00173554797039,0.203976276399801
"tw",-0.616430255064683,0.591646062925461
"tc",1.6105614440197,0.546222039744901
"wc",-0.128492334121278,0.441673275037215
"twc",0.0189510356827025,0.233656849602824
"tw2",0.232868084222333,0.268660065486797
"tc2",0.00484487534898932,0.203759174785619
"t2w",0.195308746861404,0.241659499020135
"t2c",-0.927901151593664,0.222118360067713
"w2c",0.0091155275955314,0.164476224066666
"wc2",-0.0490109096513317,0.154671455706859
