"mu.param","Mean","StdDev"
"t",-11.3498016383802,1.87607495987888
"t2",-6.21985741679094,1.68347185387395
"w",7.23693670221485,1.16057671117105
"w2",-5.81760482393779,0.846606098500101
"c",24.257519810183,1.42031247720398
"c2",-6.47127495483559,1.36714995447523
"tw",2.22183760485567,1.57691343651097
"tc",-0.963053899804374,1.42571729794336
"wc",1.56653738111414,1.19610921348573
"twc",0.340071916289775,0.572203353091676
"tw2",0.491052539127205,0.649810866497787
"tc2",0.411625397010172,0.56830149130147
"t2w",-0.80328610579691,0.587699849297983
"t2c",-0.843611542114329,0.59117428828515
"w2c",-0.126116265931769,0.439382699447001
"wc2",-0.435214362151092,0.400645645970547
"t3",0.37982939074216,0.510630273112704
"w3",1.43928646898512,0.537011787863017
"c3",0.654069305348792,0.357720465835829
