"mu.param","Mean","StdDev"
"t",-23.6616012972775,0.4777705919703
"t2",-1.5902028773694,0.523391749537128
"w",-0.165732186492679,0.249127798033602
"w2",-0.0699480291995082,0.0992259052474874
"c",3.56394003834097,0.481929614254947
"c2",-0.915759565152329,0.435481224028062
"tw",0.0270207865050789,0.13582475841795
"tc",-0.419911428506105,0.134113643834492
"wc",-0.024284124206141,0.0990844726458409
"t3",0.527798486536829,0.143261244713827
"w3",0.0449725692865969,0.13026718648543
"c3",0.111343724424361,0.096958128275208
