"mu.param","Mean","StdDev"
"t",-24.2935834415575,0.579586353716821
"t2",-0.0292568955439902,0.308162265817072
"w",-0.394006540047062,0.311137067137578
"w2",-0.134155539351849,0.23341994683377
"c",3.13664020814602,0.292263612577396
"c2",-0.435183229109332,0.152038713930634
"tw",0.394500107569017,0.467604849022839
"tc",-0.978131607052143,0.496583015075519
"wc",0.150389052805747,0.366999148531012
"twc",-0.0700308742792646,0.172115268710658
"tw2",-0.00905177981646934,0.196758863844631
"tc2",0.067658630380571,0.168799181081885
"t2w",-0.0847790893917237,0.180196559403295
"t2c",0.164847704016477,0.182654058183922
"w2c",0.015141036104048,0.12641747915284
"wc2",-0.0177739468549575,0.120040327194946
