"mu.param","Mean","StdDev"
"t",-15.449129794282,1.64753416761511
"t2",-3.83112152893533,1.40839775149529
"w",16.6447469254836,0.955445284044712
"w2",-3.29738832949162,0.644496248481101
"c",6.83964810519966,1.19075446034967
"c2",-0.985520294217019,1.13354835379988
"tw",-3.45795142894078,1.15605089685686
"tc",-1.38570933090851,1.0858100598876
"wc",0.40580794326924,1.00606970240084
"twc",-0.0701424255694312,0.367843280173331
"tw2",0.831083533624226,0.404150079314417
"tc2",0.193540519244189,0.374877812186374
"t2w",0.0154451708604045,0.366573261625891
"t2c",0.0758459465669667,0.395922981329792
"w2c",-0.0213468049378135,0.318224707033824
"wc2",-0.0776541170170472,0.312761655728134
"t3",0.797809161071768,0.360265185952004
"w3",0.115918118374084,0.385035900233987
"c3",0.0498156267744561,0.284467874837448
