"site","region","country","latWeath","longWeath","weathSource","GCAM_commodity","crop","irrigation","nitrogen","tech","model","component","cultivar","baseY"
586,"USA","USA",37.77,260.03,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Newton",4801.18922888914
588,"USA","USA",37.77,260.03,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Newton",7885.19760194397
590,"USA","USA",41.07,259.25,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Newton",5159.89533947183
592,"USA","USA",41.07,259.25,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Newton",6577.62895394092
602,"Southeast Asia","Philippines",18.05,120.59,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Rice","IR 64",4318.20665251773
604,"Pakistan","Pakistan",32.93,73.72,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Mexipak",4663.57894141094
605,"Pakistan","Pakistan",32.93,73.72,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Mexipak",6275.11528909118
606,"Pakistan","Pakistan",28.63,70.65,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Mexipak",4663.57894141094
607,"Pakistan","Pakistan",28.63,70.65,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Mexipak",6275.11528909118
608,"Japan","Japan",43.8,143.9,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Haruminori",1621.83003294371
609,"Japan","Japan",43.8,143.9,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Haruminori",2093.43892821339
611,"Japan","Japan",39.7,141.15,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Nambu-Komugi",4895.27204635804
612,"China","China",32.06,118.8,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Yanmai#5 (NAN)",9905.03316703294
613,"China","China",32.06,118.8,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Yanmai#5 (NAN)",10037.6380909919
614,"Australia_NZ","Australia",-30.33,149.78,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Egret",2640.49245124836
615,"Australia_NZ","Australia",-30.33,149.78,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Egret",2658.36351167449
616,"China","China",34.26,108.94,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Y.M.#2 (XA)",7630.77247854136
618,"China","China",34.2,117.28,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Jinan#13 (XUZ)",6235.95872558818
619,"China","China",34.2,117.28,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Jinan#13 (XUZ)",9431.74079548305
620,"Russia","Russia",46.37,48.08,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Albidum 43",4157.53274758243
621,"Russia","Russia",46.37,48.08,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Albidum 43",7081.57543290506
622,"Europe_Eastern","Belarus",52,24.2,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Lutescens 62",3957.09545176189
623,"Europe_Eastern","Belarus",52,24.2,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Lutescens 62",4201.80786992244
624,"Russia","Russia",53.24,34.37,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Palmira",3363.23667108817
625,"Russia","Russia",53.24,34.37,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Palmira",3686.49600439073
626,"Central Asia","Kazakhstan",49.83,73.17,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Psediturthicum",3005.90381782633
627,"Central Asia","Kazakhstan",49.83,73.17,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Psediturthicum",4837.45121229823
628,"Europe_Eastern","Ukraine",49.99,36.23,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Albidum 43",6600.74246044358
629,"Europe_Eastern","Ukraine",49.99,36.23,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Albidum 43",7191.13310015162
630,"Russia","Russia",51.73,36.19,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Albidum 43",6692.7841741126
631,"Russia","Russia",51.73,36.19,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Albidum 43",6945.65108515372
632,"EU-12","Lithuania",55.17,23.88,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Palmira",3511.10639550342
633,"EU-12","Lithuania",55.17,23.88,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Palmira",3931.71673272504
634,"Europe_Eastern","Belarus",53.9,27.57,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Palmira",3426.64637541044
635,"Europe_Eastern","Belarus",53.9,27.57,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Palmira",3673.16489818377
636,"Central Asia","Kazakhstan",49.9,57.9,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Psediturthicum",4574.74911471663
637,"Central Asia","Kazakhstan",49.9,57.9,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Psediturthicum",4708.26975716822
638,"Central Asia","Kazakhstan",50,55.6,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Albidum 43",3048.27712423481
639,"Central Asia","Kazakhstan",50,55.6,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Albidum 43",7183.66826549303
640,"Central Asia","Kazakhstan",54.16,69.94,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Psediturthicum",3774.64936183663
641,"Central Asia","Kazakhstan",54.16,69.94,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Psediturthicum",4440.21133301409
642,"Europe_Eastern","Ukraine",50.25,28.66,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Ostka",4735.60523300329
643,"Europe_Eastern","Ukraine",50.25,28.66,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Ostka",5012.98481038074
644,"Central Asia","Kazakhstan",51.17,71.42,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Psediturthicum",3819.47760662469
645,"Central Asia","Kazakhstan",51.17,71.42,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Psediturthicum",4341.93668979235
646,"Russia","Russia",57.63,39.89,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Palmira",3493.23768623141
647,"Russia","Russia",57.63,39.89,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Palmira",3657.06741046416
648,"Russia","Russia",47.22,39.71,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Lutescens 62",3321.95044213631
649,"Russia","Russia",47.22,39.71,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Lutescens 62",4259.01151951767
650,"Europe_Eastern","Ukraine",50.25,28.66,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Lutescens 9",6944.80974524972
651,"Europe_Eastern","Ukraine",50.25,28.66,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Lutescens 10",7683.17105112828
654,"Europe_Eastern","Belarus",52,24.2,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Krymskaya",3723.79588115806
655,"Europe_Eastern","Belarus",52,24.2,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","77",4402.29579838331
659,"Australia_NZ","Australia",-34.53,138.73,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Egret",4449.57798114015
660,"Australia_NZ","Australia",-34.53,138.73,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Egret",4464.86858916948
669,"USA","USA",30.53,268.85,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",6405.86165359511
671,"USA","USA",30.53,268.85,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",6385.43233084036
673,"USA","USA",40,277.12,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",5230.10826807113
674,"USA","USA",40,277.12,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",5150.36102801216
679,"USA","USA",33.95,278.88,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",6872.96873895455
680,"USA","USA",33.95,278.88,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",6918.19581769173
693,"Africa_Northern","Egypt",24.07,32.92,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Mexipak65",7457.44879991261
694,"Africa_Northern","Egypt",31.33,27.22,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Mexipak65",6445.16336480278
701,"USA","USA",46.9,263.2,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Butte",2832.69822397154
702,"USA","USA",46.9,263.2,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Butte",3202.37453491476
707,"USA","USA",36.77,240.28,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","India ",3462.30432773604
719,"USA","USA",39.73,273.72,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",4443.71716864084
720,"USA","USA",39.73,273.72,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",4394.23525838615
725,"USA","USA",37.33,280.8,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",5410.69082423029
726,"USA","USA",37.33,280.8,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",5593.19462144255
731,"USA","USA",35.05,270,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",6704.55105036944
732,"USA","USA",35.05,270,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",6793.96971842338
741,"USA","USA",33.43,247.98,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Southern Plains",7064.34061039051
749,"USA","USA",47.63,242.47,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Pacific",4176.85010382779
753,"USA","USA",30.38,275.63,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",7160.40418948297
754,"USA","USA",30.38,275.63,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",7552.34755503178
757,"USA","USA",41.25,283.08,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",6711.40112231698
759,"USA","USA",41.25,283.08,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","East",6682.99131618369
856,"South Asia","Bangladesh",23.2,89.33,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6627.74780003051
857,"South Asia","Bangladesh",23.2,89.33,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8448.7710724547
858,"South Asia","Bangladesh",23.2,89.33,"AgMERRA","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8303.96103911154
859,"South Asia","Bangladesh",22.78,89.53,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6568.74353122556
860,"South Asia","Bangladesh",22.78,89.53,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8898.70402494207
861,"South Asia","Bangladesh",22.78,89.53,"AgMERRA","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8176.99243967371
862,"South Asia","Bangladesh",22.87,91.1,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6424.64924688401
863,"South Asia","Bangladesh",22.87,91.1,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",6673.72514743524
864,"South Asia","Bangladesh",22.87,91.1,"AgMERRA","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",7761.42373580093
865,"South Asia","Bangladesh",24.73,90.42,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",5601.12126711746
866,"South Asia","Bangladesh",24.73,90.42,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",6638.19544451192
867,"South Asia","Bangladesh",24.73,90.42,"AgMERRA","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8336.36817699829
868,"South Asia","Bangladesh",22.33,90.33,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6455.57902291051
869,"South Asia","Bangladesh",22.33,90.33,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",9232.63427943803
870,"South Asia","Bangladesh",22.33,90.33,"AgMERRA","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8373.23446145563
871,"South Asia","Bangladesh",25.73,89.27,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",7403.37017121474
872,"South Asia","Bangladesh",25.73,89.27,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8581.5106295219
873,"South Asia","Bangladesh",25.73,89.27,"AgMERRA","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8581.5106295219
874,"South Asia","Bangladesh",22.63,92.15,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6192.52362035991
875,"South Asia","Bangladesh",22.63,92.15,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8006.93324330333
876,"South Asia","Bangladesh",22.63,92.15,"AgMERRA","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",6316.87478734225
877,"South Asia","Bangladesh",24.3,91.73,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6358.19308500594
878,"South Asia","Bangladesh",24.3,91.73,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",7920.5596684772
879,"South Asia","Bangladesh",24.3,91.73,"AgMERRA","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",7669.81302949974
880,"South Asia","Bangladesh",24.9,91.88,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6261.29236894697
881,"South Asia","Bangladesh",24.9,91.88,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8213.37285013983
882,"South Asia","Bangladesh",24.9,91.88,"AgMERRA","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",7955.01596442241
883,"South Asia","Bangladesh",24.25,89.83,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",7151.66387249448
884,"South Asia","Bangladesh",24.25,89.83,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",7465.19231407544
885,"South Asia","Bangladesh",24.25,89.83,"AgMERRA","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8288.75677788331
886,"USA","USA",31.367,274.667,"State Climatologist Observations","c3","c3","RFD",0,"lo","DSSATv4.5.1.023","PeanutGRO","Georgia Green",2706.23985786251
887,"USA","USA",31.367,274.667,"State Climatologist Observations","c3","c3","IRR",0,"lo","DSSATv4.5.1.023","PeanutGRO","Georgia Green",4973.83505597372
890,"USA","USA",30.783,274.517,"State Climatologist Observations","c3","c3","RFD",0,"lo","DSSATv4.5.1.023","PeanutGRO","Georgia Green",4067.3574123612
891,"USA","USA",30.783,274.517,"State Climatologist Observations","c3","c3","IRR",0,"lo","DSSATv4.5.1.023","PeanutGRO","Georgia Green",4699.79092986725
898,"South Asia","Bangladesh",22.35,91.82,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6523.34817744193
899,"South Asia","Bangladesh",22.35,91.82,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",9081.65431124554
900,"South Asia","Bangladesh",22.35,91.82,"BMD","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",7852.12434945521
901,"South Asia","Bangladesh",23.43,91.18,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6542.20358366111
902,"South Asia","Bangladesh",23.43,91.18,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",6289.66942661914
903,"South Asia","Bangladesh",23.43,91.18,"BMD","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",7654.96510356044
904,"South Asia","Bangladesh",23.78,90.38,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6446.94409014652
905,"South Asia","Bangladesh",23.78,90.38,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8962.78162920412
906,"South Asia","Bangladesh",23.78,90.38,"BMD","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8515.22317225003
907,"South Asia","Bangladesh",25.65,88.68,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",7986.55035181289
908,"South Asia","Bangladesh",25.65,88.68,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",9162.41499101539
909,"South Asia","Bangladesh",25.65,88.68,"BMD","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8914.9088737487
910,"South Asia","Bangladesh",23.93,89.85,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",7120.19336245529
911,"South Asia","Bangladesh",23.93,89.85,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8316.75282882417
912,"South Asia","Bangladesh",23.93,89.85,"BMD","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8437.48572863534
913,"South Asia","Bangladesh",24.15,89.03,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",7277.25168612798
914,"South Asia","Bangladesh",24.15,89.03,"BMD","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8456.20387290145
915,"South Asia","Bangladesh",24.15,89.03,"BMD","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8166.85478991774
919,"EU-15","Germany",50.808,6.952,"German Meteorological Service, INRES (own measurements) for calibration, AgMERRA for simulation","c3","c3","RFD",-99,"lo","LINTUL2","SIMPLACE-LINTUL2(SLIM, ETP)","Various (Halo, Marder, Accord, Ursus, Picasso, Festus, Recrut, Visello)",7786.91216091808
921,"Africa_Western","Cameroon",9.335,13.375,"AgMERRA","c3","c3","RFD",44,"lo","DSSATv4.5.1.023","CROPGRO","L484 ",1728.73837068201
923,"USA","USA",42.75,265.5,"State Climatologist Observations","c3","c3","RFD",140,"hi","RZWQM-DSSAT4.0","CERES-Soybean, CROPGRO","Dekalb",2887.84380138669
924,"USA","USA",47.7667,255.7333,"State Climatologist Observations","c3","c3","RFD",100,"hi","RZWQM-DSSAT4.0","CERES-Wheat","Missing",1879.08146514247
932,"Japan","Japan",36.17,139.35,"Mesh Agro-meteorological data from NARO","c3","c3","IRR",75,"lo","SPRiGS","SPRiGS is based on ORYZA2000 and SIMRIW","Koshihikari",4989.32654055881
933,"Argentina","Argentina",-33.11,295.84,"SMN","c3","c3","RFD",44,"lo","DSSATv4.0.2","CERES-Wheat","Cronox",2312.25125183291
935,"Argentina","Argentina",-33.11,295.84,"SMN","c3","c3","RFD",0,"lo","DSSATv4.0.2","CROPGRO-Soybean","DM 4800",4749.94409714669
936,"Argentina","Argentina",-38.33,299.67,"SMN","c3","c3","RFD",37,"lo","DSSATv4.0.2","CERES-Wheat","Cronox",4849.191744638
938,"Argentina","Argentina",-38.33,299.67,"SMN","c3","c3","RFD",0,"lo","DSSATv4.0.2","CROPGRO-Soybean","A3901",3056.32409286599
939,"Argentina","Argentina",-37.75,301.7,"INTA","c3","c3","RFD",37,"lo","DSSATv4.0.2","CERES-Wheat","Cronox",5156.67207552737
941,"Argentina","Argentina",-37.75,301.7,"INTA","c3","c3","RFD",0,"lo","DSSATv4.0.2","CROPGRO-Soybean","A3901",3750.83546620375
942,"Argentina","Argentina",-32.68,297.88,"INTA","c3","c3","RFD",37,"lo","DSSATv4.0.2","CERES-Wheat","Cronox",3300.10626839978
944,"Argentina","Argentina",-32.68,297.88,"INTA","c3","c3","RFD",0,"lo","DSSATv4.0.2","CROPGRO-Soybean","DM 4800",4050.37416001209
945,"Argentina","Argentina",-33.93,299.45,"INTA","c3","c3","RFD",47,"lo","DSSATv4.0.2","CERES-Wheat","Cronox",4075.26269128377
947,"Argentina","Argentina",-33.93,299.45,"INTA","c3","c3","RFD",0,"lo","DSSATv4.0.2","CROPGRO-Soybean","DM 4800",3278.04641282488
950,"South Asia","Sri Lanka",7.517,80.45,"State Agrometeorological Station","c3","c3","IRR",90,"lo","DSSATv4.5.1.023","CERES-Rice","BG300",4560.49352109561
951,"South Asia","Sri Lanka",7.517,80.45,"State Agrometeorological Station","c3","c3","IRR",90,"lo","DSSATv4.5.1.023","CERES-Rice","BG300",5643.84175919802
954,"South Korea","Republic of Korea",37.267,126.983,"Suwon weather station","c3","c3","RFD",30,"lo","DSSATv4.5.1.023","CROPGRO-Soybean","Sinpaldal",2739.55044619641
1004,"EU-15","Germany",50.808,6.952,"German Meteorological Service, INRES (own measurements) for both calibration and simulation","c3","c3","RFD",-99,"lo","LINTUL2","SIMPLACE-LINTUL2(SLIM, ETP)","Various (Halo, Marder, Accord, Ursus, Picasso, Festus, Recrut, Visello)",8322.74591044243
1030,"EU-15","Belgium",50.77,4.6,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","c3","c3","RFD",150,"hi","AquaCROP","Missing","Potenzial",10807.5407798012
1031,"EU-15","Belgium",50.77,4.6,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","c3","c3","RFD",150,"hi","Sirius","Missing","Potenzial",9814.59855460973
1032,"EU-15","Belgium",50.83,3.85,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","c3","c3","RFD",-99,"lo","AquaCROP","Missing","Missing",10746.6219803339
1051,"India","India",28.2,77.48,"State Climatologist Observations","c3","c3","IRR",100,"hi","APSIMv6.0","Wheat module","Sujata",3282.42783392179
1053,"India","India",23.9,79.57,"State Climatologist Observations","c3","c3","IRR",100,"hi","APSIMv6.0","Wheat module","Sujata",3006.83167778128
1054,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",126.5030172,"hi","DSSATv4.5","CERES-Rice","Bg 358",6342.49362452209
1055,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",126.5030172,"hi","DSSATv4.5","CERES-Rice","Bg 357",7237.70483281782
1056,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",103.5024686,"hi","DSSATv4.5","CERES-Rice","Bg 357",5862.6969737309
1057,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",97.75233144,"hi","DSSATv4.5","CERES-Rice","Bg 300",5735.15511588522
1058,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",44.46772724,"lo","DSSATv4.5","CERES-RIce","Bg 357",5224.36418973907
1059,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",90.08548191,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",7048.62042868283
1060,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",103.5024686,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",9777.08400406971
1061,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 357",5486.22836378829
1062,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 358",5483.32272920248
1063,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",109.2526057,"hi","DSSATv4.5","CERES-Rice","Bg 357",5869.54447072247
1064,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",109.2526057,"hi","DSSATv4.5","CERES-Rice","Bg 300",5623.89549873527
1065,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 357",6625.59512229623
